MovieID,Title,Year,RatingMean
154,Finding Nemo,2003,8.19846239686163
155,The Elephant Man,1980,8.100236595044928
156,Chinatown,1974,8.261704961347299
157,Raging Bull,1980,8.365795983620975
158,Gone with the Wind,1939,8.589210706053104
159,V for Vendetta,2006,8.265489325778494
160,The Thing,1982,8.098838649549826
161,Inside Out,2015,8.098420165747445
162,"Lock, Stock and Two Smoking Barrels",1998,8.463841122084675
163,Dial M for Murder,1954,8.238512483203912
164,El secreto de sus ojos,2009,8.22900340568991
165,The Bridge on the River Kwai,1957,8.32348562981938
166,Hauru no ugoku shiro,2004,8.099166757802532
167,"Three Billboards Outside Ebbing, Missouri",2017,8.111276053618623
168,Trainspotting,1996,8.423492185211352
169,Warrior,2011,8.206812271685962
170,Gran Torino,2008,8.321130236112518
171,Fargo,1996,8.256549539462648
172,Prisoners,2013,8.176609271388985
173,Tonari no Totoro,1988,8.1
174,Million Dollar Baby,2004,8.341607134790493
175,The Gold Rush,1925,8.199743990424576
176,Catch Me If You Can,2002,8.266770684728666
177,Blade Runner,1982,8.349232129990805
178,On the Waterfront,1954,8.443937097478308
179,The Third Man,1949,8.372458532822037
180,Bacheha-Ye aseman,1997,8.278556548859022
181,Ben-Hur,1959,7.980772699514282
182,The General,1926,6.854714295879884
183,Smultronstllet,1957,8.211761621059328
184,12 Years a Slave,2013,8.21363435494827
185,Before Sunrise,1995,8.270919330972214
186,Gone Girl,2014,8.156662952179193
187,Harry Potter and the Deathly Hallows: Part 2,2011,8.280780501738203
188,The Deer Hunter,1978,8.329170538527018
189,In the Name of the Father,1993,8.276692101172813
190,The Grand Budapest Hotel,2014,8.130243850216491
191,Mr. Smith Goes to Washington,1939,8.100088781345473
192,Le salaire de la peur,1953,8.206746370623398
193,Barry Lyndon,1975,8.244671050558315
194,Sherlock Jr.,1924,8.229354153192276
195,Salinui chueok,2003,8.1
196,Klaus,2019,8.126598854998164
197,Hacksaw Ridge,2016,8.18948503490456
198,Det sjunde inseglet,1957,8.24423839722293
199,Room,2015,8.168450165968851
200,Relatos salvajes,2014,8.153574646529092
201,The Big Lebowski,1998,8.387014750384358
202,Mad Max: Fury Road,2015,8.14775655449054
203,How to Train Your Dragon,2010,8.356402110120102
204,Mary and Max.,2009,8.236910599867569
205,"Monsters, Inc.",2001,8.297370668250169
206,Jaws,1975,8.368157764495374
207,La passion de Jeanne d'Arc,1928,8.28726299527161
208,Tky monogatari,1953,8.1
209,Dead Poets Society,1989,8.477844570489742
210,Hotel Rwanda,2004,8.387215469540093
211,Rocky,1976,8.000219866593024
212,Pather Panchali,1955,8.188415159345391
213,Platoon,1986,8.255151108337161
214,Ford v Ferrari,2019,8.047255498222443
215,Stand by Me,1986,8.000356861134144
216,The Terminator,1984,8.204176668266923
217,Spotlight,2015,8.126958052443209
218,Rush,2013,8.077137837827506
219,Network,1976,8.177628029401165
220,Into the Wild,2007,8.125730877387971
221,Logan,2017,8.062897010690858
222,The Wizard of Oz,1939,8.000592878852126
223,Ratatouille,2007,8.182420483997396
224,Groundhog Day,1993,8.230053993682544
225,Before Sunset,2004,8.194338581838945
226,The Exorcist,1973,8.271002990657095
227,The Best Years of Our Lives,1946,8.176210332502977
228,The Incredibles,2004,7.872216862502577
229,To Be or Not to Be,1942,8.15614300827082
230,The Grapes of Wrath,1940,8.078451237604435
231,Rebecca,1940,7.983700033713959
232,La battaglia di Algeri,1966,8.215569894945604
233,Hachi: A Dog's Tale,2009,8.013782125272627
234,Cool Hand Luke,1967,8.33271609865113
235,Amores perros,2000,8.411150117955517
236,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.11132982105684
237,La haine,1995,8.192246567757943
238,Les quatre cents coups,1959,8.247414518283932
239,Persona,1966,8.24672298774382
240,Babam ve Oglum,2005,8.093401461458162
241,It Happened One Night,1934,8.25396229067733
242,Life of Brian,1979,8.503527964323677
243,The Sound of Music,1965,8.000135009189336
244,Dersu Uzala,1975,8.206325345594953
245,Ah-ga-ssi,2016,8.072709005340807
246,Aladdin,1992,8.152811380611649
247,Gandhi,1982,8.117806539830728
248,Jai Bhim,2021,8.0
249,The Help,2011,8.16242673681624
250,Beauty and the Beast,1991,7.999992363727707
